name,points,challenge,elibigility
Proto_Dank,2421,"{'challenge_name': ['Survey', 'television', 'decipherium', 'beer sales', 'TommyCam', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['feedback', 'osint', 'crypto', 'osint', 'osint', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T08:57:17.663688Z', '2024-11-03T08:53:49.602793Z', '2024-11-02T21:44:30.612675Z', '2024-11-02T06:56:09.677912Z', '2024-11-02T04:42:08.819723Z', '2024-11-02T03:38:51.531268Z', '2024-11-02T03:04:32.477613Z', '2024-11-02T03:02:59.815891Z', '2024-11-02T03:02:12.230563Z', '2024-11-02T03:00:58.785720Z']}","Competitive (Individual, for prizes)"
Epicslicey,2421,"{'challenge_name': ['television', 'Survey', 'Buildings', 'think_twice', 'TommyCam', 'beer sales', 'decipherium', 'colors (crypto)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'osint', 'forensics', 'osint', 'osint', 'crypto', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T15:20:04.699674Z', '2024-11-03T04:57:42.001988Z', '2024-11-03T00:05:55.213174Z', '2024-11-02T22:32:29.465643Z', '2024-11-02T15:38:44.797418Z', '2024-11-02T15:36:17.108818Z', '2024-11-02T06:47:55.152885Z', '2024-11-02T05:29:39.412440Z', '2024-11-02T04:20:27.672108Z', '2024-11-02T03:00:46.003840Z']}","Competitive (Individual, for prizes)"
princegxp,2421,"{'challenge_name': ['television', 'Survey', 'beer sales', 'pineapple', 'think_twice', 'TommyCam', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'osint', 'forensics', 'forensics', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T16:47:43.519751Z', '2024-11-03T16:40:19.463572Z', '2024-11-02T21:03:32.545159Z', '2024-11-02T20:48:16.074638Z', '2024-11-02T20:00:25.186464Z', '2024-11-02T19:49:08.906253Z', '2024-11-02T17:55:52.779535Z', '2024-11-02T17:55:09.100417Z', '2024-11-02T17:50:04.390973Z', '2024-11-02T17:22:20.181395Z']}","Competitive (Individual, for prizes)"
GlitchHawks,2421,"{'challenge_name': ['television', 'Survey', 'decipherium', 'think_twice', 'TommyCam', 'beer sales', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'crypto', 'forensics', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:14:33.327322Z', '2024-11-03T17:01:30.876069Z', '2024-11-02T21:06:36.219249Z', '2024-11-02T21:05:42.046213Z', '2024-11-02T20:26:03.412623Z', '2024-11-02T20:20:09.269023Z', '2024-11-02T19:56:00.863149Z', '2024-11-02T19:52:16.901675Z', '2024-11-02T19:47:42.762088Z', '2024-11-02T19:37:37.103836Z']}","Competitive (Individual, for prizes)"
shadow_monarch,2421,"{'challenge_name': ['TommyCam', 'television', 'Survey', 'beer sales', 'decipherium', 'think_twice', 'colors (crypto)', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'osint', 'feedback', 'osint', 'crypto', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:19:45.095211Z', '2024-11-03T18:16:09.294885Z', '2024-11-03T16:57:07.510735Z', '2024-11-03T04:59:34.685232Z', '2024-11-02T17:13:50.435964Z', '2024-11-02T16:28:06.223688Z', '2024-11-02T16:25:49.157561Z', '2024-11-02T16:24:36.767437Z', '2024-11-02T16:23:53.430217Z', '2024-11-02T16:19:34.624373Z']}","Competitive (Individual, for prizes)"
CPCSEC,2421,"{'challenge_name': ['beer sales', 'TommyCam', 'television', 'unpopcorn', 'decipherium', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['osint', 'osint', 'osint', 'crypto', 'crypto', 'beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T19:45:08.385110Z', '2024-11-03T19:43:35.917848Z', '2024-11-03T19:40:57.690157Z', '2024-11-03T19:28:40.552214Z', '2024-11-03T19:18:56.538046Z', '2024-11-03T19:06:32.123960Z', '2024-11-03T19:03:11.798652Z', '2024-11-03T19:02:42.867645Z', '2024-11-03T19:01:54.460417Z', '2024-11-03T19:01:26.772023Z']}","Competitive (Individual, for prizes)"
:),2421,"{'challenge_name': ['Survey', 'TommyCam', 'unpopcorn', 'weirdtraffic (forensics)', 'think_twice', 'beer sales', 'decipherium', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['feedback', 'osint', 'crypto', 'beginner', 'forensics', 'osint', 'crypto', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T20:45:33.574804Z', '2024-11-03T01:26:44.236743Z', '2024-11-03T00:39:29.979311Z', '2024-11-03T00:00:29.135339Z', '2024-11-02T20:34:19.429764Z', '2024-11-02T20:24:21.671249Z', '2024-11-02T20:13:34.984915Z', '2024-11-02T14:55:01.189331Z', '2024-11-02T14:44:35.857325Z', '2024-11-02T12:22:12.377867Z']}","Casual (No prizes, teams allowed)"
A51R_Ah8A8,2421,"{'challenge_name': ['tictactocket', 'beer sales', 'television', 'Survey', 'TommyCam', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['web', 'osint', 'osint', 'feedback', 'osint', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T03:11:48.651034Z', '2024-11-03T14:12:30.675085Z', '2024-11-03T14:08:23.361164Z', '2024-11-03T12:11:35.688852Z', '2024-11-02T05:00:24.133024Z', '2024-11-02T04:31:08.102504Z', '2024-11-02T04:26:16.189006Z', '2024-11-02T03:33:48.615959Z', '2024-11-02T03:19:14.119742Z', '2024-11-02T03:12:09.115226Z']}","Competitive (Individual, for prizes)"
Dhanush,2421,"{'challenge_name': ['iRobots (web)', 'colors (crypto)', 'tictactocket', 'pineapple', 'television', 'Survey', 'weirdtraffic (forensics)', 'beer sales', 'TommyCam', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'web', 'forensics', 'osint', 'feedback', 'beginner', 'osint', 'osint', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '11', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T03:20:41.412960Z', '2024-11-04T03:16:39.729415Z', '2024-11-04T00:40:18.236201Z', '2024-11-03T17:58:00.133896Z', '2024-11-03T13:38:16.523122Z', '2024-11-03T13:09:58.452644Z', '2024-11-02T15:37:58.694950Z', '2024-11-02T14:31:36.679009Z', '2024-11-02T04:17:13.314398Z', '2024-11-02T03:03:00.836735Z']}","Casual (No prizes, teams allowed)"
MrAbduxX,2421,"{'challenge_name': ['television', 'Survey', 'Computer Has Virus', 'decipherium', 'unpopcorn', 'think_twice', 'iRobots (web)', 'colors (crypto)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'forensics', 'crypto', 'crypto', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T03:27:38.907419Z', '2024-11-03T17:37:09.634749Z', '2024-11-02T16:44:41.317613Z', '2024-11-02T10:21:01.055990Z', '2024-11-02T09:26:55.815672Z', '2024-11-02T07:58:58.245169Z', '2024-11-02T07:53:18.370803Z', '2024-11-02T07:08:49.736859Z', '2024-11-02T06:51:05.550910Z', '2024-11-02T06:46:20.566300Z']}","Competitive (Individual, for prizes)"
koshie,2411,"{'challenge_name': ['Survey', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'beer sales', 'TommyCam', 'pineapple', 'Computer Has Virus', 'think_twice'], 'challenge_category': ['feedback', 'beginner', 'beginner', 'beginner', 'osint', 'osint', 'forensics', 'forensics', 'forensics'], 'challenge_points': ['11', '300', '300', '300', '300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T08:07:57.876037Z', '2024-11-02T09:56:00.139024Z', '2024-11-02T09:55:33.697654Z', '2024-11-02T09:54:27.993273Z', '2024-11-02T09:39:16.998223Z', '2024-11-02T09:10:38.498965Z', '2024-11-02T09:05:43.516485Z', '2024-11-02T08:18:27.146259Z', '2024-11-02T08:14:23.321800Z']}","Casual (No prizes, teams allowed)"
imgoingalone,2410,"{'challenge_name': ['TommyCam', 'Computer Has Virus', 'pineapple', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:51:49.755400Z', '2024-11-02T04:23:36.001449Z', '2024-11-02T04:07:48.097719Z', '2024-11-02T03:59:43.377802Z', '2024-11-02T03:57:33.235070Z', '2024-11-02T03:44:54.645574Z', '2024-11-02T03:44:33.007051Z', '2024-11-02T03:43:24.080510Z', '2024-11-02T03:42:53.290818Z']}","Competitive (Individual, for prizes)"
AlexLovely835,2410,"{'challenge_name': [""Tommy's Artventures"", 'decipherium', 'Computer Has Virus', 'think_twice', 'TommyCam', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['web', 'crypto', 'forensics', 'forensics', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T05:01:49.528207Z', '2024-11-02T04:45:18.005652Z', '2024-11-02T04:20:01.197405Z', '2024-11-02T04:01:02.439049Z', '2024-11-02T03:56:14.161802Z', '2024-11-02T03:13:21.668915Z', '2024-11-02T03:11:54.947861Z', '2024-11-02T03:03:00.075279Z', '2024-11-02T03:00:38.976655Z']}","Competitive (Individual, for prizes)"
Alexius,2410,"{'challenge_name': ['concoction (rev)', 'unpopcorn', 'pineapple', 'Computer Has Virus', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'crypto', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:43:23.801655Z', '2024-11-02T06:17:30.562118Z', '2024-11-02T06:06:53.875348Z', '2024-11-02T05:46:17.064909Z', '2024-11-02T05:41:13.949997Z', '2024-11-02T05:37:55.269207Z', '2024-11-02T05:37:13.240795Z', '2024-11-02T05:36:48.020612Z', '2024-11-02T05:34:27.042816Z']}","Competitive (Individual, for prizes)"
pwoofy,2410,"{'challenge_name': ['beer sales', 'decipherium', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'TommyCam', 'Computer Has Virus', 'think_twice', 'welcome'], 'challenge_category': ['osint', 'crypto', 'beginner', 'beginner', 'beginner', 'osint', 'forensics', 'forensics', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T09:09:21.602274Z', '2024-11-02T09:00:59.252243Z', '2024-11-02T08:41:48.938021Z', '2024-11-02T08:41:09.799035Z', '2024-11-02T08:34:37.862305Z', '2024-11-02T08:17:27.619727Z', '2024-11-02T08:15:00.843570Z', '2024-11-02T08:11:55.705556Z', '2024-11-02T08:11:17.308430Z']}","Competitive (Individual, for prizes)"
n00br4,2410,"{'challenge_name': ['Portal', 'beer sales', 'Computer Has Virus', 'weirdtraffic (forensics)', 'iRobots (web)', 'TommyCam', 'think_twice', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'osint', 'forensics', 'beginner', 'beginner', 'osint', 'forensics', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T18:04:16.206826Z', '2024-11-02T06:37:36.203854Z', '2024-11-02T05:59:02.434753Z', '2024-11-02T05:39:50.502958Z', '2024-11-02T04:08:15.305408Z', '2024-11-02T03:50:50.014973Z', '2024-11-02T03:27:21.931040Z', '2024-11-02T03:10:26.442836Z', '2024-11-02T03:07:22.503664Z']}","Competitive (Individual, for prizes)"
noi,2410,"{'challenge_name': ['beer sales', 'TommyCam', 'Buildings', 'pineapple', 'think_twice', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome', 'iRobots (web)'], 'challenge_category': ['osint', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'welcome', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '10', '300'], 'solve_time': ['2024-11-02T19:01:06.404913Z', '2024-11-02T18:59:16.002976Z', '2024-11-02T18:54:53.748765Z', '2024-11-02T17:32:12.892854Z', '2024-11-02T17:05:56.146915Z', '2024-11-02T16:21:09.162684Z', '2024-11-02T16:19:20.397566Z', '2024-11-02T15:52:42.685334Z', '2024-11-02T15:52:16.533819Z']}","Casual (No prizes, teams allowed)"
play,2410,"{'challenge_name': ['TommyCam', 'beer sales', 'Computer Has Virus', 'pineapple', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T19:17:38.927905Z', '2024-11-02T16:58:39.968602Z', '2024-11-02T16:27:06.146302Z', '2024-11-02T16:24:16.887865Z', '2024-11-02T16:16:02.978655Z', '2024-11-02T15:32:32.763550Z', '2024-11-02T15:31:05.392257Z', '2024-11-02T03:02:49.664286Z', '2024-11-02T03:02:07.766595Z']}","Competitive (Individual, for prizes)"
likaa,2410,"{'challenge_name': ['Portal', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome', 'decipherium'], 'challenge_category': ['pwn', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome', 'crypto'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '10', '300'], 'solve_time': ['2024-11-02T19:27:48.646478Z', '2024-11-02T17:05:03.365860Z', '2024-11-02T15:45:44.483032Z', '2024-11-02T15:27:17.981282Z', '2024-11-02T13:58:51.991501Z', '2024-11-02T13:51:34.870706Z', '2024-11-02T13:48:41.152245Z', '2024-11-02T13:41:18.667169Z', '2024-11-02T11:48:08.820278Z']}","Casual (No prizes, teams allowed)"
LaylaChan,2410,"{'challenge_name': ['beer sales', 'Computer Has Virus', 'pineapple', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T22:37:32.587302Z', '2024-11-02T22:34:56.982897Z', '2024-11-02T22:11:40.881628Z', '2024-11-02T21:27:14.550638Z', '2024-11-02T21:24:51.383727Z', '2024-11-02T20:54:43.152120Z', '2024-11-02T20:49:27.716825Z', '2024-11-02T20:45:02.149446Z', '2024-11-02T20:43:58.544322Z']}","Casual (No prizes, teams allowed)"
robot,2410,"{'challenge_name': ['tictactocket', 'think_twice', 'unpopcorn', 'decipherium', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['web', 'forensics', 'crypto', 'crypto', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:37:25.550728Z', '2024-11-02T17:04:15.176162Z', '2024-11-02T15:55:34.312241Z', '2024-11-02T15:28:20.987370Z', '2024-11-02T15:18:22.924882Z', '2024-11-02T15:13:11.955851Z', '2024-11-02T15:11:46.135786Z', '2024-11-02T15:08:16.900998Z', '2024-11-02T15:02:46.274060Z']}","Casual (No prizes, teams allowed)"
WhereScissorsAt,2410,"{'challenge_name': ['television', 'Portal', 'pineapple', 'Computer Has Virus', 'beer sales', 'TommyCam', 'concoction (rev)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'pwn', 'forensics', 'forensics', 'osint', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:47:53.719592Z', '2024-11-02T15:54:02.525162Z', '2024-11-02T09:09:09.747143Z', '2024-11-02T08:39:24.070381Z', '2024-11-02T07:14:14.008981Z', '2024-11-02T06:06:09.533022Z', '2024-11-02T05:37:08.183953Z', '2024-11-02T03:56:45.488297Z', '2024-11-02T03:32:31.978112Z']}","Competitive (Individual, for prizes)"
mikejam,2410,"{'challenge_name': ['Portal', 'Computer Has Virus', 'pineapple', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T12:05:40.434760Z', '2024-11-03T11:51:45.936600Z', '2024-11-03T11:47:22.903221Z', '2024-11-02T14:54:03.357196Z', '2024-11-02T14:51:45.592736Z', '2024-11-02T14:33:14.508298Z', '2024-11-02T14:32:51.554421Z', '2024-11-02T14:31:30.146933Z', '2024-11-02T14:30:18.104404Z']}","Casual (No prizes, teams allowed)"
Vilgax,2410,"{'challenge_name': ['Buildings', 'think_twice', ""Tommy's Artventures"", 'beer sales', 'TommyCam', 'colors (crypto)', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'forensics', 'web', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T12:33:44.553658Z', '2024-11-02T15:26:52.478159Z', '2024-11-02T14:37:26.956409Z', '2024-11-02T13:33:44.575169Z', '2024-11-02T13:04:48.355798Z', '2024-11-02T10:56:02.130265Z', '2024-11-02T10:50:47.610316Z', '2024-11-02T10:49:49.179781Z', '2024-11-02T10:27:54.520653Z']}","Competitive (Individual, for prizes)"
c1ph3rp0l,2410,"{'challenge_name': ['Buildings', 'television', 'TommyCam', 'beer sales', 'iRobots (web)', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T15:38:28.171986Z', '2024-11-03T13:18:32.862567Z', '2024-11-03T13:03:15.798624Z', '2024-11-03T11:15:58.451401Z', '2024-11-02T16:56:28.813656Z', '2024-11-02T15:08:51.267848Z', '2024-11-02T12:33:42.105010Z', '2024-11-02T12:25:39.365204Z', '2024-11-02T07:32:49.057857Z']}","Competitive (Individual, for prizes)"
jred4000,2410,"{'challenge_name': ['think_twice', 'television', 'TommyCam', 'beer sales', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'osint', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:00:32.847959Z', '2024-11-03T17:58:10.425275Z', '2024-11-02T19:32:10.405330Z', '2024-11-02T18:36:09.173898Z', '2024-11-02T17:37:36.693678Z', '2024-11-02T17:02:46.681184Z', '2024-11-02T16:56:29.826112Z', '2024-11-02T16:55:30.480310Z', '2024-11-02T16:53:15.326430Z']}","Casual (No prizes, teams allowed)"
RedTheMechanic,2410,"{'challenge_name': ['television', 'TommyCam', 'beer sales', 'Computer Has Virus', 'pineapple', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T22:08:08.808898Z', '2024-11-03T22:04:14.539794Z', '2024-11-03T22:01:24.743612Z', '2024-11-03T17:53:41.721865Z', '2024-11-03T17:45:12.647448Z', '2024-11-03T17:01:59.848122Z', '2024-11-03T16:52:00.400744Z', '2024-11-03T16:46:21.548872Z', '2024-11-03T16:35:06.592153Z']}","Casual (No prizes, teams allowed)"
