name,score,challenges
Lonely_Flooc,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:44:36 PM']}"
syntax404,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:45:18 PM']}"
DIT Security Team,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:47:23 PM']}"
Cryptoprepper,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:47:45 PM']}"
flag{X_MistriBoi_X},50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:48:01 PM']}"
R00T U53RS,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:48:03 PM']}"
FHD_5,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:48:08 PM']}"
The Few Chosen,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:49:16 PM']}"
hh_squad,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:53:32 PM']}"
ZFG,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:57:39 PM']}"
Florian,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:00:48 PM']}"
hhh,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:03:01 PM']}"
S4yG3ch,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:03:49 PM']}"
KINGofTHEhell,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:06:01 PM']}"
G3D3Rs,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:08:14 PM']}"
Team Krabath,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:10:24 PM']}"
Div,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:10:53 PM']}"
tn_s3c,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:13:00 PM']}"
babyyoda,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:19:31 PM']}"
El Musketeers ezouz,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:19:36 PM']}"
labupump,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:25:25 PM']}"
L0r,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:34:57 PM']}"
TieHelgNova,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:35:58 PM']}"
Cupra_CTF,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:36:36 PM']}"
Amnesia,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:38:32 PM']}"
hack_to_win,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:38:57 PM']}"
_k1w1,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:40:56 PM']}"
5p4c3 C415,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:47:21 PM']}"
Team Prism,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:47:47 PM']}"
H7H,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:47:50 PM']}"
CJs,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:48:13 PM']}"
The Ashen Rose,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:51:36 PM']}"
suzu,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 6:55:10 PM']}"
Exploit Elite,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:00:49 PM']}"
Anonymous,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:04:33 PM']}"
HackRt,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:04:54 PM']}"
S0!v3d_By_Luck,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:05:41 PM']}"
R3GUL4R,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:11:32 PM']}"
CRMA Cyber Club,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:14:44 PM']}"
Sbonzi,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:23:23 PM']}"
CyberAmigos,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:24:36 PM']}"
albantor30,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:25:13 PM']}"
R4V3N,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:25:56 PM']}"
elitech,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:27:54 PM']}"
R4nd0m B00l5h33t5 G0,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:30:21 PM']}"
annyy,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:32:40 PM']}"
c4l3p1n0s,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:38:34 PM']}"
JKKNIU_123,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:38:50 PM']}"
0xC0rS_4l0n3,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:45:39 PM']}"
MontyPythons,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:49:45 PM']}"
Party of One,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:51:48 PM']}"
ByteC4ts,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:53:52 PM']}"
CyberCellVIIT,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 7:53:58 PM']}"
woaixuexi team,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:01:52 PM']}"
Maze Breakers,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:04:48 PM']}"
Alien$irenix,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:33:55 PM']}"
Broken,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:38:06 PM']}"
ACS Citizens,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:39:22 PM']}"
Super Hans,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:41:19 PM']}"
PandaTryCTF,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:45:24 PM']}"
qnaro,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 8:52:25 PM']}"
0x486ae472746572536e6172744578,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:08:48 PM']}"
SSH,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:10:07 PM']}"
CH4S1NG_TH4T_FE3L1NG,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:15:13 PM']}"
0xMikiko,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:18:07 PM']}"
mmct,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:18:11 PM']}"
Pr0xy_byt3s,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:23:41 PM']}"
MOC'TENE,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:36:00 PM']}"
sizzler,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:37:26 PM']}"
rrr55,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 9:50:57 PM']}"
Goon Platoon,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:00:04 PM']}"
Hackuna Matata,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:04:46 PM']}"
Wani Hackase,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:04:47 PM']}"
PIece,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:08:22 PM']}"
:xD,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:19:00 PM']}"
OneDay,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:33:34 PM']}"
dutiteam,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 10:44:14 PM']}"
Naughtydogs,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 11:10:37 PM']}"
kvm,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 11:14:09 PM']}"
Hacky Easter,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 11:19:01 PM']}"
Btala_gaming,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 11:45:31 PM']}"
badger,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:00:55 AM']}"
phildragonbleu,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:02:33 AM']}"
777,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:24:48 AM']}"
zerothsquad,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:26:00 AM']}"
sasa,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:32:36 AM']}"
Nn_c0mm@nd,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:42:47 AM']}"
BSolanki,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 1:33:16 AM']}"
TNSOLO,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 2:58:16 AM']}"
10n,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 3:19:26 AM']}"
tyui,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 3:22:26 AM']}"
Bsissa,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 3:41:44 AM']}"
z,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 4:17:12 AM']}"
The Sanctuary,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 4:31:08 AM']}"
Eth007,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 4:33:01 AM']}"
whadafug,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 5:17:45 AM']}"
Bla,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 5:40:16 AM']}"
C0nakry,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 5:41:58 AM']}"
holm,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 5:49:54 AM']}"
lone,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 6:45:21 AM']}"
cybermonk--,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 6:46:18 AM']}"
HIfriend,50,"{'challenge_name': ['Secure Shell'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 6:52:23 AM']}"
MENGXINLIN,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 8:39:06 AM']}"
South Fayette High School,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 8:44:44 AM']}"
jenusdy,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 9:12:05 AM']}"
En4t1l,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 9:53:33 AM']}"
CodeCrashers,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 9:59:57 AM']}"
Cod3_br@k3r,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:06:42 AM']}"
hoadz74,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:08:32 AM']}"
kururu_indivisual,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:31:20 AM']}"
ApacheTerbang,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:34:17 AM']}"
Tulgaaaaaaaaaa,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:46:13 AM']}"
Yazhi,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 10:57:56 AM']}"
Kikuri'sbeerpacket,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 11:28:15 AM']}"
Codebreakers,50,"{'challenge_name': ['Simpler RSA'], 'challenge_category': ['Beginners'], 'challenge_points': ['50'], 'solve_time': ['December 1st, 12:08:23 PM']}"
